Team,H/A,Date,Time,Helper,Stadium,Weather Factor,Park RHH,Park LHH,Pitcher,Pitcher H,Opponent,Opp Pitcher,Opp Throw
LAA,Home,5/27/2022,N,LAA44708,Angel Stadium,0.987,1.04,1.29,Chase Silseth,R,TOR,Alek Manoah,R
TOR,Away,5/27/2022,N,TOR44708,Angel Stadium,0.987,1.04,1.29,Alek Manoah,R,LAA,Chase Silseth,R
MIL,Away,5/27/2022,N,MIL44708,Busch Stadium,0.916,0.84,0.93,Brandon Woodruff,R,STL,Dakota Hudson,R
STL,Home,5/27/2022,N,STL44708,Busch Stadium,0.916,0.84,0.93,Dakota Hudson,R,MIL,Brandon Woodruff,R
ARI,Home,5/27/2022,N,ARI44708,Chase Field,0.983,0.87,0.97,Madison Bumgarner,L,LAD,Ryan Pepiot,R
LAD,Away,5/27/2022,N,LAD44708,Chase Field,0.983,0.87,0.97,Ryan Pepiot,R,ARI,Madison Bumgarner,L
NYM,Home,5/27/2022,N,NYM44708,Citi Field,0.9,1.07,0.98,Carlos Carrasco,R,PHI,Bailey Falter,L
PHI,Away,5/27/2022,N,PHI44708,Citi Field,0.9,1.07,0.98,Bailey Falter,L,NYM,Carlos Carrasco,R
BAL,Away,5/27/2022,N,BAL44708,Fenway Park,0.992,0.98,0.84,Kyle Bradish,R,BOS,Garrett Whitlock,R
BOS,Home,5/27/2022,N,BOS44708,Fenway Park,0.992,0.98,0.84,Garrett Whitlock,R,BAL,Kyle Bradish,R
SFG,Away,5/27/2022,N,SFG44708,Great American BP,1.001,1.3,1.36,Carlos Rodon,L,CIN,Graham Ashcraft,R
CIN,Home,5/27/2022,N,CIN44708,Great American BP,1.001,1.3,1.36,Graham Ashcraft,R,SFG,Carlos Rodon,L
OAK,Home,5/27/2022,N,OAK44708,Oakland Coliseum,0.991,0.82,0.73,Cole Irvin,L,TEX,Jon Gray,R
TEX,Away,5/27/2022,N,TEX44708,Oakland Coliseum,0.991,0.82,0.73,Jon Gray,R,OAK,Cole Irvin,L
SDP,Home,5/27/2022,N,SDP44708,Petco Park,1.035,0.98,0.92,Sean Manaea,L,PIT,Jose Quintana,L
PIT,Away,5/27/2022,N,PIT44708,Petco Park,1.035,0.98,0.92,Jose Quintana,L,SDP,Sean Manaea,L
KCR,Away,5/27/2022,N,KCR44708,Target Field,1.102,0.86,0.89,Brad Keller,R,MIN,Bailey Ober,R
MIN,Home,5/27/2022,N,MIN44708,Target Field,1.102,0.86,0.89,Bailey Ober,R,KCR,Brad Keller,R
HOU,Away,5/27/2022,N,HOU44708,T-Mobile Park,1,1.04,0.89,Justin Verlander,R,SEA,Chris Flexen,R
SEA,Home,5/27/2022,N,SEA44708,T-Mobile Park,1,1.04,0.89,Chris Flexen,R,HOU,Justin Verlander,R
TBR,Home,5/27/2022,N,TBR44708,Tropicana Field,0.995,0.91,0.96,Jeffrey Springs,L,NYY,Jameson Taillon,R
NYY,Away,5/27/2022,N,NYY44708,Tropicana Field,0.995,0.91,0.96,Jameson Taillon,R,TBR,Jeffrey Springs,L
ATL,Home,5/27/2022,N,ATL44708,Truist Park,1.064,0.94,0.92,Ian Anderson,R,MIA,Trevor Rogers,L
MIA,Away,5/27/2022,N,MIA44708,Truist Park,1.064,0.94,0.92,Trevor Rogers,L,ATL,Ian Anderson,R
LAA,Home,5/28/2022,N,LAA44709,Angel Stadium,0.986,1.04,1.29,Michael Lorenzen,R,TOR,Yusei Kikuchi,L
TOR,Away,5/28/2022,N,TOR44709,Angel Stadium,0.986,1.04,1.29,Yusei Kikuchi,L,LAA,Michael Lorenzen,R
MIL,Away,5/28/2022,D,MIL44709,Busch Stadium,1.056,0.84,0.93,Adrian Houser,R,STL,Matthew Liberatore,L
STL,Home,5/28/2022,D,STL44709,Busch Stadium,1.056,0.84,0.93,Matthew Liberatore,L,MIL,Adrian Houser,R
ARI,Home,5/28/2022,D,ARI44709,Chase Field,0.983,0.87,0.97,Merrill Kelly,R,LAD,Tony Gonsolin,R
LAD,Away,5/28/2022,D,LAD44709,Chase Field,0.983,0.87,0.97,Tony Gonsolin,R,ARI,Merrill Kelly,R
NYM,Home,5/28/2022,N,NYM44709,Citi Field,0.974,1.07,0.98,Taijuan Walker,R,PHI,Zach Eflin,R
PHI,Away,5/28/2022,N,PHI44709,Citi Field,0.974,1.07,0.98,Zach Eflin,R,NYM,Taijuan Walker,R
CLE,Away,5/28/2022,D,CLE44709,Comerica Park,1,0.96,0.88,Shane Bieber,R,DET,Alex Faedo,R
DET,Home,5/28/2022,D,DET44709,Comerica Park,1,0.96,0.88,Alex Faedo,R,CLE,Shane Bieber,R
BAL,Away,5/28/2022,D,BAL44709,Fenway Park,1.272,0.98,0.84,Jordan Lyles,R,BOS,Nathan Eovaldi,R
BOS,Home,5/28/2022,D,BOS44709,Fenway Park,1.272,0.98,0.84,Nathan Eovaldi,R,BAL,Jordan Lyles,R
SFG,Away,5/28/2022,D,SFG44709,Great American BP,1.001,1.3,1.36,Alex Wood,L,CIN,Vladimir Gutierrez,R
CIN,Home,5/28/2022,D,CIN44709,Great American BP,1.001,1.3,1.36,Vladimir Gutierrez,R,SFG,Alex Wood,L
CHC,Away,5/28/2022,N,CHC44709,Guaranteed Rate Fld,0.893,1.12,1.15,Keegan Thompson,R,CHW,Johnny Cueto,R
CHW,Home,5/28/2022,N,CHW44709,Guaranteed Rate Fld,0.893,1.12,1.15,Johnny Cueto,R,CHC,Keegan Thompson,R
WSN,Home,5/28/2022,D,WSN44709,Nationals Park,0.963,1.09,1.14,Joan Adon,R,COL,Chad Kuhl,R
COL,Away,5/28/2022,D,COL44709,Nationals Park,0.963,1.09,1.14,Chad Kuhl,R,WSN,Joan Adon,R
OAK,Home,5/28/2022,D,OAK44709,Oakland Coliseum,1.027,0.82,0.73,Zach Logue,L,TEX,Taylor Hearn,L
TEX,Away,5/28/2022,D,TEX44709,Oakland Coliseum,1.027,0.82,0.73,Taylor Hearn,L,OAK,Zach Logue,L
SDP,Home,5/28/2022,N,SDP44709,Petco Park,1.01,0.98,0.92,Joe Musgrove,R,PIT,JT Brubaker,R
PIT,Away,5/28/2022,N,PIT44709,Petco Park,1.01,0.98,0.92,JT Brubaker,R,SDP,Joe Musgrove,R
KCR,Away,5/28/2022,N,KCR44709,Target Field,0.941,0.86,0.89,Brady Singer,R,MIN,Chris Archer,R
MIN,Home,5/28/2022,N,MIN44709,Target Field,0.941,0.86,0.89,Chris Archer,R,KCR,Brady Singer,R
HOU,Away,5/28/2022,N,HOU44709,T-Mobile Park,1,1.04,0.89,Jose Urquidy,R,SEA,Logan Gilbert,R
SEA,Home,5/28/2022,N,SEA44709,T-Mobile Park,1,1.04,0.89,Logan Gilbert,R,HOU,Jose Urquidy,R
TBR,Home,5/28/2022,D,TBR44709,Tropicana Field,0.995,0.91,0.96,Corey Kluber,R,NYY,Gerrit Cole,R
NYY,Away,5/28/2022,D,NYY44709,Tropicana Field,0.995,0.91,0.96,Gerrit Cole,R,TBR,Corey Kluber,R
ATL,Home,5/28/2022,D,ATL44709,Truist Park,1.064,0.94,0.92,Tucker Davidson,L,MIA,Sandy Alcantara,R
MIA,Away,5/28/2022,D,MIA44709,Truist Park,1.064,0.94,0.92,Sandy Alcantara,R,ATL,Tucker Davidson,L
LAA,Home,5/29/2022,D,LAA44710,Angel Stadium,1.116,1.04,1.29,Patrick Sandoval,L,TOR,Jose Berrios,R
TOR,Away,5/29/2022,D,TOR44710,Angel Stadium,1.116,1.04,1.29,Jose Berrios,R,LAA,Patrick Sandoval,L
MIL,Away,5/29/2022,D,MIL44710,Busch Stadium,1.036,0.84,0.93,Corbin Burnes,R,STL,Miles Mikolas,R
STL,Home,5/29/2022,D,STL44710,Busch Stadium,1.036,0.84,0.93,Miles Mikolas,R,MIL,Corbin Burnes,R
ARI,Home,5/29/2022,D,ARI44710,Chase Field,0.983,0.87,0.97,Zach Davies,R,LAD,Tyler Anderson,L
LAD,Away,5/29/2022,D,LAD44710,Chase Field,0.983,0.87,0.97,Tyler Anderson,L,ARI,Zach Davies,R
NYM,Home,5/29/2022,N,NYM44710,Citi Field,0.9,1.07,0.98,Chris Bassitt,R,PHI,Zack Wheeler,R
PHI,Away,5/29/2022,N,PHI44710,Citi Field,0.9,1.07,0.98,Zack Wheeler,R,NYM,Chris Bassitt,R
CLE,Away,5/29/2022,D,CLE44710,Comerica Park,0.978,0.96,0.88,Triston McKenzie,R,DET,Elvin Rodriguez,R
DET,Home,5/29/2022,D,DET44710,Comerica Park,0.978,0.96,0.88,Elvin Rodriguez,R,CLE,Triston McKenzie,R
BAL,Away,5/29/2022,D,BAL44710,Fenway Park,0.895,0.98,0.84,Bruce Zimmermann,L,BOS,Nick Pivetta,R
BOS,Home,5/29/2022,D,BOS44710,Fenway Park,0.895,0.98,0.84,Nick Pivetta,R,BAL,Bruce Zimmermann,L
SFG,Away,5/29/2022,D,SFG44710,Great American BP,1.001,1.3,1.36,Alex Cobb,R,CIN,Tyler Mahle,R
CIN,Home,5/29/2022,D,CIN44710,Great American BP,1.001,1.3,1.36,Tyler Mahle,R,SFG,Alex Cobb,R
CHC,Away,5/29/2022,D,CHC44710,Guaranteed Rate Fld,1.096,1.12,1.15,Marcus Stroman,R,CHW,Dylan Cease,R
CHW,Home,5/29/2022,D,CHW44710,Guaranteed Rate Fld,1.096,1.12,1.15,Dylan Cease,R,CHC,Marcus Stroman,R
WSN,Home,5/29/2022,D,WSN44710,Nationals Park,0.963,1.09,1.14,Josiah Gray,R,COL,Kyle Freeland,L
COL,Away,5/29/2022,D,COL44710,Nationals Park,0.963,1.09,1.14,Kyle Freeland,L,WSN,Josiah Gray,R
OAK,Home,5/29/2022,D,OAK44710,Oakland Coliseum,1.027,0.82,0.73,James Kaprielian,R,TEX,Dane Dunning,R
TEX,Away,5/29/2022,D,TEX44710,Oakland Coliseum,1.027,0.82,0.73,Dane Dunning,R,OAK,James Kaprielian,R
SDP,Home,5/29/2022,D,SDP44710,Petco Park,1.01,0.98,0.92,MacKenzie Gore,L,PIT,Roansy Contreras,R
PIT,Away,5/29/2022,D,PIT44710,Petco Park,1.01,0.98,0.92,Roansy Contreras,R,SDP,MacKenzie Gore,L
KCR,Away,5/29/2022,D,KCR44710,Target Field,0.941,0.86,0.89,Zack Greinke,R,MIN,Sonny Gray,R
MIN,Home,5/29/2022,D,MIN44710,Target Field,0.941,0.86,0.89,Sonny Gray,R,KCR,Zack Greinke,R
HOU,Away,5/29/2022,D,HOU44710,T-Mobile Park,1,1.04,0.89,Luis Garcia,R,SEA,Marco Gonzales,L
SEA,Home,5/29/2022,D,SEA44710,T-Mobile Park,1,1.04,0.89,Marco Gonzales,L,HOU,Luis Garcia,R
TBR,Home,5/29/2022,D,TBR44710,Tropicana Field,0.995,0.91,0.96,Shane McClanahan,L,NYY,Luis Severino,R
NYY,Away,5/29/2022,D,NYY44710,Tropicana Field,0.995,0.91,0.96,Luis Severino,R,TBR,Shane McClanahan,L
ATL,Home,5/29/2022,D,ATL44710,Truist Park,1.064,0.94,0.92,Max Fried,L,MIA,Elieser Hernandez,R
MIA,Away,5/29/2022,D,MIA44710,Truist Park,1.064,0.94,0.92,Elieser Hernandez,R,ATL,Max Fried,L
STL,Home,5/30/2022,D,STL44711,Busch Stadium,1.036,0.84,0.93,Packy Naughton,L,SDP,Nick Martinez,R
SDP,Away,5/30/2022,D,SDP44711,Busch Stadium,1.036,0.84,0.93,Nick Martinez,R,STL,Packy Naughton,L
ARI,Home,5/30/2022,N,ARI44711,Chase Field,0.983,0.87,0.97,Zac Gallen,R,ATL,Spencer Strider,R
ATL,Away,5/30/2022,N,ATL44711,Chase Field,0.983,0.87,0.97,Spencer Strider,R,ARI,Zac Gallen,R
NYM,Home,5/30/2022,N,NYM44711,Citi Field,0.9,1.07,0.98,David Peterson,L,WSN,Erick Fedde,R
WSN,Away,5/30/2022,N,WSN44711,Citi Field,0.9,1.07,0.98,Erick Fedde,R,NYM,David Peterson,L
SFG,Away,5/30/2022,D,SFG44711,Citizens Bank Park,1.084,1.22,1.16,Logan Webb,R,PHI,Kyle Gibson,R
PHI,Home,5/30/2022,D,PHI44711,Citizens Bank Park,1.084,1.22,1.16,Kyle Gibson,R,SFG,Logan Webb,R
DET,Home,5/30/2022,D,DET44711,Comerica Park,0.978,0.96,0.88,Beau Brieske,R,MIN,Dylan Bundy,R
MIN,Away,5/30/2022,D,MIN44711,Comerica Park,0.978,0.96,0.88,Dylan Bundy,R,DET,Beau Brieske,R
MIA,Away,5/30/2022,D,MIA44711,Coors Field,0.978,1.21,1.22,Pablo Lopez,R,COL,Ryan Feltner,R
COL,Home,5/30/2022,D,COL44711,Coors Field,0.978,1.21,1.22,Ryan Feltner,R,MIA,Pablo Lopez,R
LAD,Home,5/30/2022,N,LAD44711,Dodger Stadium,1.081,1.2,1.05,Walker Buehler,R,PIT,Zach Thompson,R
PIT,Away,5/30/2022,N,PIT44711,Dodger Stadium,1.081,1.2,1.05,Zach Thompson,R,LAD,Walker Buehler,R
BAL,Away,5/30/2022,N,BAL44711,Fenway Park,1.028,0.98,0.84,Tyler Wells,R,BOS,Rich Hill,L
BOS,Home,5/30/2022,N,BOS44711,Fenway Park,1.028,0.98,0.84,Rich Hill,L,BAL,Tyler Wells,R
TEX,Home,5/30/2022,N,TEX44711,Globe Life Field,0.981,0.96,0.95,Glenn Otto,R,TBR,Drew Rasmussen,R
TBR,Away,5/30/2022,N,TBR44711,Globe Life Field,0.981,0.96,0.95,Drew Rasmussen,R,TEX,Glenn Otto,R
HOU,Away,5/30/2022,D,HOU44711,Oakland Coliseum,1.027,0.82,0.73,Framber Valdez,L,OAK,Paul Blackburn,R
OAK,Home,5/30/2022,D,OAK44711,Oakland Coliseum,1.027,0.82,0.73,Paul Blackburn,R,HOU,Framber Valdez,L
CLE,Home,5/30/2022,N,CLE44711,Progressive Field,1.216,0.98,1.08,Zach Plesac,R,KCR,Jon Heasley,R
KCR,Away,5/30/2022,N,KCR44711,Progressive Field,1.216,0.98,1.08,Jon Heasley,R,CLE,Zach Plesac,R
MIL,Away,5/30/2022,D,MIL44711,Wrigley Field,0.96,0.98,0.83,Aaron Ashby,L,CHC,Drew Smyly,L
CHC,Home,5/30/2022,D,CHC44711,Wrigley Field,0.96,0.98,0.83,Drew Smyly,L,MIL,Aaron Ashby,L
STL,Home,5/31/2022,N,STL44712,Busch Stadium,1.036,0.84,0.93,Adam Wainwright,R,SDP,Blake Snell,L
SDP,Away,5/31/2022,N,SDP44712,Busch Stadium,1.036,0.84,0.93,Blake Snell,L,STL,Adam Wainwright,R
ARI,Home,5/31/2022,N,ARI44712,Chase Field,0.983,0.87,0.97,Humberto Castellanos,R,ATL,Charlie Morton,R
ATL,Away,5/31/2022,N,ATL44712,Chase Field,0.983,0.87,0.97,Charlie Morton,R,ARI,Humberto Castellanos,R
NYM,Home,5/31/2022,N,NYM44712,Citi Field,0.974,1.07,0.98,Trevor Williams,R,WSN,Patrick Corbin,L
WSN,Away,5/31/2022,N,WSN44712,Citi Field,0.974,1.07,0.98,Patrick Corbin,L,NYM,Trevor Williams,R
SFG,Away,5/31/2022,N,SFG44712,Citizens Bank Park,0.973,1.22,1.16,Jakob Junis,R,PHI,Ranger Suarez,L
PHI,Home,5/31/2022,N,PHI44712,Citizens Bank Park,0.973,1.22,1.16,Ranger Suarez,L,SFG,Jakob Junis,R
DET,Home,5/31/2022,N,DET44712,Comerica Park,1.056,0.96,0.88,Rony Garcia,R,MIN,Devin Smeltzer,L
MIN,Away,5/31/2022,N,MIN44712,Comerica Park,1.056,0.96,0.88,Devin Smeltzer,L,DET,Rony Garcia,R
LAD,Home,5/31/2022,N,LAD44712,Dodger Stadium,1.081,1.2,1.05,Julio Urias,L,PIT,Mitch Keller,R
PIT,Away,5/31/2022,N,PIT44712,Dodger Stadium,1.081,1.2,1.05,Mitch Keller,R,LAD,Julio Urias,L
BOS,Home,5/31/2022,N,BOS44712,Fenway Park,0.895,0.98,0.84,Michael Wacha,R,CIN,Luis Castillo,R
CIN,Away,5/31/2022,N,CIN44712,Fenway Park,0.895,0.98,0.84,Luis Castillo,R,BOS,Michael Wacha,R
TEX,Home,5/31/2022,N,TEX44712,Globe Life Field,0.981,0.96,0.95,Martin Perez,L,TBR,Ryan Yarbrough,L
TBR,Away,5/31/2022,N,TBR44712,Globe Life Field,0.981,0.96,0.95,Ryan Yarbrough,L,TEX,Martin Perez,L
HOU,Away,5/31/2022,N,HOU44712,Oakland Coliseum,1.124,0.82,0.73,Cristian Javier,R,OAK,Frankie Montas,R
OAK,Home,5/31/2022,N,OAK44712,Oakland Coliseum,1.124,0.82,0.73,Frankie Montas,R,HOU,Cristian Javier,R
SEA,Away,5/31/2022,N,SEA44712,Oriole Park,0.932,1.2,1.11,George Kirby,R,BAL,Bryan Baker,R
BAL,Home,5/31/2022,N,BAL44712,Oriole Park,0.932,1.2,1.11,Bryan Baker,R,SEA,George Kirby,R
CLE,Home,5/31/2022,N,CLE44712,Progressive Field,1.019,0.98,1.08,Cal Quantrill,R,KCR,Daniel Lynch,L
KCR,Away,5/31/2022,N,KCR44712,Progressive Field,1.019,0.98,1.08,Daniel Lynch,L,CLE,Cal Quantrill,R
TOR,Home,5/31/2022,N,TOR44712,Rogers Centre,0.989,1.1,1.15,Kevin Gausman,R,CHW,Lucas Giolito,R
CHW,Away,5/31/2022,N,CHW44712,Rogers Centre,0.989,1.1,1.15,Lucas Giolito,R,TOR,Kevin Gausman,R
MIL,Away,5/31/2022,N,MIL44712,Wrigley Field,0.96,0.98,0.83,Eric Lauer,L,CHC,Justin Steele,L
CHC,Home,5/31/2022,N,CHC44712,Wrigley Field,0.96,0.98,0.83,Justin Steele,L,MIL,Eric Lauer,L
LAA,Away,5/31/2022,N,LAA44712,Yankee Stadium,0.921,1.02,1.1,Noah Syndergaard,R,NYY,Jordan Montgomery,L
NYY,Home,5/31/2022,N,NYY44712,Yankee Stadium,0.921,1.02,1.1,Jordan Montgomery,L,LAA,Noah Syndergaard,R
STL,Home,6/1/2022,D,STL44713,Busch Stadium,0.936,0.84,0.93,Dakota Hudson,R,SDP,Yu Darvish,R
SDP,Away,6/1/2022,D,SDP44713,Busch Stadium,0.936,0.84,0.93,Yu Darvish,R,STL,Dakota Hudson,R
ARI,Home,6/1/2022,D,ARI44713,Chase Field,0.983,0.87,0.97,Madison Bumgarner,L,ATL,Kyle Wright,R
ATL,Away,6/1/2022,D,ATL44713,Chase Field,0.983,0.87,0.97,Kyle Wright,R,ARI,Madison Bumgarner,L
NYM,Home,6/1/2022,D,NYM44713,Citi Field,0.974,1.07,0.98,Carlos Carrasco,R,WSN,Evan Lee,L
WSN,Away,6/1/2022,D,WSN44713,Citi Field,0.974,1.07,0.98,Evan Lee,L,NYM,Carlos Carrasco,R
SFG,Away,6/1/2022,N,SFG44713,Citizens Bank Park,0.963,1.22,1.16,Carlos Rodon,L,PHI,Aaron Nola,R
PHI,Home,6/1/2022,N,PHI44713,Citizens Bank Park,0.963,1.22,1.16,Aaron Nola,R,SFG,Carlos Rodon,L
DET,Home,6/1/2022,D,DET44713,Comerica Park,1.004,0.96,0.88,Tarik Skubal,L,MIN,Bailey Ober,R
MIN,Away,6/1/2022,D,MIN44713,Comerica Park,1.004,0.96,0.88,Bailey Ober,R,DET,Tarik Skubal,L
MIA,Away,6/1/2022,D,MIA44713,Coors Field,0.918,1.21,1.22,Trevor Rogers,L,COL,German Marquez,R
COL,Home,6/1/2022,D,COL44713,Coors Field,0.918,1.21,1.22,German Marquez,R,MIA,Trevor Rogers,L
LAD,Home,6/1/2022,N,LAD44713,Dodger Stadium,1.081,1.2,1.05,Mitch White,R,PIT,Jose Quintana,L
PIT,Away,6/1/2022,N,PIT44713,Dodger Stadium,1.081,1.2,1.05,Jose Quintana,L,LAD,Mitch White,R
BOS,Home,6/1/2022,N,BOS44713,Fenway Park,1.272,0.98,0.84,Garrett Whitlock,R,CIN,Hunter Greene,R
CIN,Away,6/1/2022,N,CIN44713,Fenway Park,1.272,0.98,0.84,Hunter Greene,R,BOS,Garrett Whitlock,R
TEX,Home,6/1/2022,N,TEX44713,Globe Life Field,0.981,0.96,0.95,Jon Gray,R,TBR,Jeffrey Springs,L
TBR,Away,6/1/2022,N,TBR44713,Globe Life Field,0.981,0.96,0.95,Jeffrey Springs,L,TEX,Jon Gray,R
HOU,Away,6/1/2022,D,HOU44713,Oakland Coliseum,1.199,0.82,0.73,Justin Verlander,R,OAK,Cole Irvin,L
OAK,Home,6/1/2022,D,OAK44713,Oakland Coliseum,1.199,0.82,0.73,Cole Irvin,L,HOU,Justin Verlander,R
SEA,Away,6/1/2022,N,SEA44713,Oriole Park,0.989,1.2,1.11,Robbie Ray,L,BAL,Kyle Bradish,R
BAL,Home,6/1/2022,N,BAL44713,Oriole Park,0.989,1.2,1.11,Kyle Bradish,R,SEA,Robbie Ray,L
CLE,Home,6/1/2022,D,CLE44713,Progressive Field,1.033,0.98,1.08,Konnor Pilkington,L,KCR,Brad Keller,R
KCR,Away,6/1/2022,D,KCR44713,Progressive Field,1.033,0.98,1.08,Brad Keller,R,CLE,Konnor Pilkington,L
TOR,Home,6/1/2022,N,TOR44713,Rogers Centre,0.989,1.1,1.15,Hyun-Jin Ryu,L,CHW,Michael Kopech,R
CHW,Away,6/1/2022,N,CHW44713,Rogers Centre,0.989,1.1,1.15,Michael Kopech,R,TOR,Hyun-Jin Ryu,L
MIL,Away,6/1/2022,N,MIL44713,Wrigley Field,0.96,0.98,0.83,Jason Alexander,R,CHC,Kyle Hendricks,R
CHC,Home,6/1/2022,N,CHC44713,Wrigley Field,0.96,0.98,0.83,Kyle Hendricks,R,MIL,Jason Alexander,R
MIL,Home,6/2/2022,N,MIL44714,American Family Fld,0.988,1.14,1.08,Adrian Houser,R,SDP,Sean Manaea,L
SDP,Away,6/2/2022,N,SDP44714,American Family Fld,0.988,1.14,1.08,Sean Manaea,L,MIL,Adrian Houser,R
ATL,Away,6/2/2022,N,ATL44714,Coors Field,1.163,1.21,1.22,Ian Anderson,R,COL,Austin Gomber,L
COL,Home,6/2/2022,N,COL44714,Coors Field,1.163,1.21,1.22,Austin Gomber,L,ATL,Ian Anderson,R
LAD,Home,6/2/2022,N,LAD44714,Dodger Stadium,1.081,1.2,1.05,Tony Gonsolin,R,NYM,Taijuan Walker,R
NYM,Away,6/2/2022,N,NYM44714,Dodger Stadium,1.081,1.2,1.05,Taijuan Walker,R,LAD,Tony Gonsolin,R
TEX,Home,6/2/2022,D,TEX44714,Globe Life Field,0.981,0.96,0.95,Taylor Hearn,L,TBR,Corey Kluber,R
TBR,Away,6/2/2022,D,TBR44714,Globe Life Field,0.981,0.96,0.95,Corey Kluber,R,TEX,Taylor Hearn,L
WSN,Away,6/2/2022,N,WSN44714,Great American BP,1.001,1.3,1.36,Joan Adon,R,CIN,Graham Ashcraft,R
CIN,Home,6/2/2022,N,CIN44714,Great American BP,1.001,1.3,1.36,Graham Ashcraft,R,WSN,Joan Adon,R
SFG,Away,6/2/2022,N,SFG44714,LoanDepot Park,1.011,0.72,0.77,Alex Wood,L,MIA,Sandy Alcantara,R
MIA,Home,6/2/2022,N,MIA44714,LoanDepot Park,1.011,0.72,0.77,Sandy Alcantara,R,SFG,Alex Wood,L
SEA,Away,6/2/2022,N,SEA44714,Oriole Park,0.95,1.2,1.11,Chris Flexen,R,BAL,Jordan Lyles,R
BAL,Home,6/2/2022,N,BAL44714,Oriole Park,0.95,1.2,1.11,Jordan Lyles,R,SEA,Chris Flexen,R
TOR,Home,6/2/2022,D,TOR44714,Rogers Centre,0.989,1.1,1.15,Alek Manoah,R,CHW,Johnny Cueto,R
CHW,Away,6/2/2022,D,CHW44714,Rogers Centre,0.989,1.1,1.15,Johnny Cueto,R,TOR,Alek Manoah,R
STL,Away,6/2/2022,N,STL44714,Wrigley Field,0.96,0.98,0.83,Matthew Liberatore,L,CHC,Keegan Thompson,R
CHC,Home,6/2/2022,N,CHC44714,Wrigley Field,0.96,0.98,0.83,Keegan Thompson,R,STL,Matthew Liberatore,L
LAA,Away,6/2/2022,N,LAA44714,Yankee Stadium,1.035,1.02,1.1,Reid Detmers,L,NYY,Jameson Taillon,R
NYY,Home,6/2/2022,N,NYY44714,Yankee Stadium,1.035,1.02,1.1,Jameson Taillon,R,LAA,Reid Detmers,L
MIL,Home,6/3/2022,N,MIL44715,American Family Fld,0.988,1.14,1.08,Corbin Burnes,R,SDP,Joe Musgrove,R
SDP,Away,6/3/2022,N,SDP44715,American Family Fld,0.988,1.14,1.08,Joe Musgrove,R,MIL,Corbin Burnes,R
LAA,Away,6/3/2022,N,LAA44715,Citizens Bank Park,1.035,1.22,1.16,Chase Silseth,R,PHI,Zach Eflin,R
PHI,Home,6/3/2022,N,PHI44715,Citizens Bank Park,1.035,1.22,1.16,Zach Eflin,R,LAA,Chase Silseth,R
ATL,Away,6/3/2022,N,ATL44715,Coors Field,1.06,1.21,1.22,Max Fried,L,COL,Chad Kuhl,R
COL,Home,6/3/2022,N,COL44715,Coors Field,1.06,1.21,1.22,Chad Kuhl,R,ATL,Max Fried,L
LAD,Home,6/3/2022,N,LAD44715,Dodger Stadium,1.081,1.2,1.05,Tyler Anderson,L,NYM,Chris Bassitt,R
NYM,Away,6/3/2022,N,NYM44715,Dodger Stadium,1.081,1.2,1.05,Chris Bassitt,R,LAD,Tyler Anderson,L
SEA,Away,6/3/2022,N,SEA44715,Globe Life Field,0.981,0.96,0.95,Logan Gilbert,R,TEX,Dane Dunning,R
TEX,Home,6/3/2022,N,TEX44715,Globe Life Field,0.981,0.96,0.95,Dane Dunning,R,SEA,Logan Gilbert,R
WSN,Away,6/3/2022,N,WSN44715,Great American BP,1.001,1.3,1.36,Josiah Gray,R,CIN,Mike Minor,L
CIN,Home,6/3/2022,N,CIN44715,Great American BP,1.001,1.3,1.36,Mike Minor,L,WSN,Josiah Gray,R
HOU,Away,6/3/2022,N,HOU44715,Kauffman Stadium,1.106,0.84,0.76,Jose Urquidy,R,KCR,Brady Singer,R
KCR,Home,6/3/2022,N,KCR44715,Kauffman Stadium,1.106,0.84,0.76,Brady Singer,R,HOU,Jose Urquidy,R
SFG,Away,6/3/2022,N,SFG44715,LoanDepot Park,1.011,0.72,0.77,John Brebbia,R,MIA,Richard Bleier,L
MIA,Home,6/3/2022,N,MIA44715,LoanDepot Park,1.011,0.72,0.77,Richard Bleier,L,SFG,John Brebbia,R
OAK,Home,6/3/2022,N,OAK44715,Oakland Coliseum,1.027,0.82,0.73,James Kaprielian,R,BOS,Nathan Eovaldi,R
BOS,Away,6/3/2022,N,BOS44715,Oakland Coliseum,1.027,0.82,0.73,Nathan Eovaldi,R,OAK,James Kaprielian,R
CLE,Away,6/3/2022,N,CLE44715,Oriole Park,0.932,1.2,1.11,Shane Bieber,R,BAL,Bruce Zimmermann,L
BAL,Home,6/3/2022,N,BAL44715,Oriole Park,0.932,1.2,1.11,Bruce Zimmermann,L,CLE,Shane Bieber,R
ARI,Away,6/3/2022,N,ARI44715,PNC Park,0.999,0.8,0.93,Merrill Kelly,R,PIT,JT Brubaker,R
PIT,Home,6/3/2022,N,PIT44715,PNC Park,0.999,0.8,0.93,JT Brubaker,R,ARI,Merrill Kelly,R
TOR,Home,6/3/2022,N,TOR44715,Rogers Centre,0.989,1.1,1.15,Yusei Kikuchi,L,MIN,Chi Chi Gonzalez,R
MIN,Away,6/3/2022,N,MIN44715,Rogers Centre,0.989,1.1,1.15,Chi Chi Gonzalez,R,TOR,Yusei Kikuchi,L
TBR,Home,6/3/2022,N,TBR44715,Tropicana Field,0.995,0.91,0.96,Shane McClanahan,L,CHW,Davis Martin,R
